marker	LG	gPos	gOrder	chr	pPos	pOrder
3A_184738717	3A	506.9232811	2272	3A	184738717	2250
3A_184925923	3A	506.9232811	2273	3A	184925923	2252
3B_773840098	3A	506.9232811	2274	3B	773840098	3055
3A_183772912	3A	514.0791636	2275	3A	183772912	2242
3B_602799847	3A	514.0791636	2276	3B	602799847	2710
3B_123341141	3B	0	2277	3B	123341141	2445
3B_7944184	3B	0	2278	3B	7944184	2270
3B_509647	3B	4.282461006	2279	3B	509647	2253
3B_2108396	3B	8.461046316	2280	3B	2108396	2256
3B_2686013	3B	8.461046316	2281	3B	2686013	2258
3B_2714307	3B	11.92539764	2282	3B	2714307	2259
3B_2683902	3B	11.92539764	2283	3B	2683902	2257
3B_2737798	3B	11.92539764	2284	3B	2737798	2260
3B_1131728	3B	11.92539764	2285	3B	1131728	2254
3B_4697748	3B	17.01428792	2286	3B	4697748	2263
3B_5892945	3B	20.36869705	2287	3B	5892945	2266
3B_5820900	3B	22.08881075	2288	3B	5820900	2265
3B_7769985	3B	22.08881075	2289	3B	7769985	2269
3B_6596529	3B	26.02965831	2290	3B	6596529	2267
3B_9403418	3B	29.76455339	2291	3B	9403418	2274
3B_7724143	3B	29.76455339	2292	3B	7724143	2268
3B_9565728	3B	32.06590801	2293	3B	9565728	2275
3B_10146021	3B	32.06590801	2294	3B	10146021	2281
3B_10470653	3B	32.06590801	2295	3B	10470653	2283
3B_9579304	3B	34.08409946	2296	3B	9579304	2276
3B_9582947	3B	34.08409946	2297	3B	9582947	2277
3B_9584641	3B	34.08409946	2298	3B	9584641	2278
3B_9660417	3B	34.08409946	2299	3B	9660417	2279
3B_10118100	3B	34.08409946	2300	3B	10118100	2280
3B_10160815	3B	35.75839084	2301	3B	10160815	2282
3B_12441300	3B	35.75839084	2302	3B	12441300	2287
3B_12833294	3B	37.968496	2303	3B	12833294	2288
3B_740336498	3B	37.968496	2304	3B	740336498	2943
3B_10952671	3B	39.99823855	2305	3B	10952671	2284
3B_14086639	3B	42.04996102	2306	3B	14086639	2290
4B_34267445	3B	44.15091026	2307	4B	34267445	3553
3B_14135716	3B	44.15091026	2308	3B	14135716	2291
3B_14135839	3B	44.15091026	2309	3B	14135839	2292
3A_2891760	3B	46.36561965	2310	3A	2891760	1867
3B_15692528	3B	51.68236908	2311	3B	15692528	2295
3B_15789986	3B	51.68236908	2312	3B	15789986	2296
3B_15792808	3B	54.13760091	2313	3B	15792808	2297
3B_17203021	3B	59.73832677	2314	3B	17203021	2298
3B_19006494	3B	63.03030629	2315	3B	19006494	2301
3B_15250579	3B	67.94685366	2316	3B	15250579	2293
3B_21203040	3B	67.94685366	2317	3B	21203040	2307
3B_21519110	3B	67.94685366	2318	3B	21519110	2308
3B_19746392	3B	67.94685366	2319	3B	19746392	2303
3B_18342466	3B	67.94685366	2320	3B	18342466	2300
3B_19771707	3B	67.94685366	2321	3B	19771707	2305
3B_19672523	3B	72.70676286	2322	3B	19672523	2302
3B_19751336	3B	72.70676286	2323	3B	19751336	2304
3B_20563318	3B	76.53529008	2324	3B	20563318	2306
3B_15397761	3B	80.8439028	2325	3B	15397761	2294
3B_22725834	3B	85.46342481	2326	3B	22725834	2309
3B_23432731	3B	89.53863626	2327	3B	23432731	2311
3B_23453726	3B	92.77826385	2328	3B	23453726	2312
3B_24950213	3B	97.04265439	2329	3B	24950213	2314
3B_25364905	3B	97.04265439	2330	3B	25364905	2317
3B_25195501	3B	97.04265439	2331	3B	25195501	2316
3B_24941914	3B	97.04265439	2332	3B	24941914	2313
3B_25423201	3B	97.04265439	2333	3B	25423201	2318
3B_25193664	3B	97.04265439	2334	3B	25193664	2315
3B_25866851	3B	100.2408351	2335	3B	25866851	2320
3B_25862575	3B	100.2408351	2336	3B	25862575	2319
3B_26550483	3B	103.0273389	2337	3B	26550483	2324
3B_26170155	3B	103.0273389	2338	3B	26170155	2322
3B_26706292	3B	103.0273389	2339	3B	26706292	2325
3B_30771240	3B	107.5077468	2340	3B	30771240	2335
3B_29349745	3B	107.5077468	2341	3B	29349745	2330
3B_30094043	3B	107.5077468	2342	3B	30094043	2333
3B_26123474	3B	107.5077468	2343	3B	26123474	2321
3B_28524109	3B	107.5077468	2344	3B	28524109	2328
3B_30092720	3B	107.5077468	2345	3B	30092720	2332
3B_5294503	3B	107.5077468	2346	3B	5294503	2264
3B_34244764	3B	111.425902	2347	3B	34244764	2338
3B_28985438	3B	111.425902	2348	3B	28985438	2329
3B_30420840	3B	111.425902	2349	3B	30420840	2334
3B_29700491	3B	111.425902	2350	3B	29700491	2331
3B_31336483	3B	114.1173927	2351	3B	31336483	2336
3B_34973377	3B	117.7500056	2352	3B	34973377	2339
3B_35311765	3B	120.6562877	2353	3B	35311765	2340
3B_35959376	3B	122.865201	2354	3B	35959376	2341
3B_37166670	3B	124.9060883	2355	3B	37166670	2345
3B_37225958	3B	126.9769862	2356	3B	37225958	2346
3B_530924061	3B	126.9769862	2357	3B	530924061	2648
3B_36027665	3B	126.9769862	2358	3B	36027665	2342
3B_36395424	3B	126.9769862	2359	3B	36395424	2343
3B_531036705	3B	126.9769862	2360	3B	531036705	2649
3B_37064924	3B	126.9769862	2361	3B	37064924	2344
3B_38020018	3B	128.6010785	2362	3B	38020018	2348
3B_37911119	3B	128.6010785	2363	3B	37911119	2347
3B_38133578	3B	128.6010785	2364	3B	38133578	2349
3B_40598486	3B	131.8072874	2365	3B	40598486	2353
3B_52935107	3B	131.8072874	2366	3B	52935107	2380
3A_7659982	3B	131.8072874	2367	3A	7659982	1912
3B_45811679	3B	131.8072874	2368	3B	45811679	2363
3B_42826613	3B	131.8072874	2369	3B	42826613	2360
3B_51097873	3B	131.8072874	2370	3B	51097873	2375
3B_46822655	3B	131.8072874	2371	3B	46822655	2366
3B_52750974	3B	131.8072874	2372	3B	52750974	2379
3B_43081498	3B	131.8072874	2373	3B	43081498	2361
3B_53991154	3B	131.8072874	2374	3B	53991154	2385
3B_53019818	3B	131.8072874	2375	3B	53019818	2381
3B_53984551	3B	131.8072874	2376	3B	53984551	2384
3B_57053478	3B	131.8072874	2377	3B	57053478	2393
3B_40178417	3B	131.8072874	2378	3B	40178417	2350
3B_55341677	3B	131.8072874	2379	3B	55341677	2388
3B_41615314	3B	131.8072874	2380	3B	41615314	2358
3B_55187975	3B	131.8072874	2381	3B	55187975	2386
3B_53052296	3B	131.8072874	2382	3B	53052296	2382
3B_40494988	3B	131.8072874	2383	3B	40494988	2352
3B_49974828	3B	131.8072874	2384	3B	49974828	2372
3B_53055195	3B	131.8072874	2385	3B	53055195	2383
3B_47162300	3B	131.8072874	2386	3B	47162300	2368
3B_41450936	3B	131.8072874	2387	3B	41450936	2356
3A_5399992	3B	131.8072874	2388	3A	5399992	1891
3B_41653946	3B	131.8072874	2389	3B	41653946	2359
3B_47177495	3B	131.8072874	2390	3B	47177495	2369
3B_47157329	3B	131.8072874	2391	3B	47157329	2367
3B_51098057	3B	131.8072874	2392	3B	51098057	2376
3B_46471747	3B	131.8072874	2393	3B	46471747	2365
3B_43113096	3B	131.8072874	2394	3B	43113096	2362
3B_41420896	3B	131.8072874	2395	3B	41420896	2355
3B_49978823	3B	131.8072874	2396	3B	49978823	2373
3B_55259601	3B	131.8072874	2397	3B	55259601	2387
3B_51098548	3B	131.8072874	2398	3B	51098548	2377
3B_51047793	3B	131.8072874	2399	3B	51047793	2374
3B_51104439	3B	131.8072874	2400	3B	51104439	2378
3B_40707164	3B	131.8072874	2401	3B	40707164	2354
3B_65966078	3B	135.263534	2402	3B	65966078	2405
3B_41481998	3B	135.263534	2403	3B	41481998	2357
3B_620874053	3B	135.263534	2404	3B	620874053	2724
3B_66118573	3B	135.263534	2405	3B	66118573	2406
3B_58841291	3B	135.263534	2406	3B	58841291	2397
3B_40356698	3B	135.263534	2407	3B	40356698	2351
3B_58911267	3B	135.263534	2408	3B	58911267	2398
3B_58696834	3B	135.263534	2409	3B	58696834	2395
3B_55422175	3B	138.544086	2410	3B	55422175	2389
3B_57237243	3B	138.544086	2411	3B	57237243	2394
3B_55550338	3B	138.544086	2412	3B	55550338	2390
2B_331250914	3B	138.544086	2413	2B	331250914	1756
3B_60318975	3B	140.7685409	2414	3B	60318975	2399
3B_63171433	3B	144.4440655	2415	3B	63171433	2401
3B_753653774	3B	144.4440655	2416	3B	753653774	2966
3B_63405712	3B	144.4440655	2417	3B	63405712	2402
3B_63780940	3B	144.4440655	2418	3B	63780940	2403
3B_66621194	3B	147.1464064	2419	3B	66621194	2408
3B_511293354	3B	147.1464064	2420	3B	511293354	2629
3B_89404662	3B	149.8065149	2421	3B	89404662	2428
3B_511101965	3B	149.8065149	2422	3B	511101965	2628
3B_115760687	3B	149.8065149	2423	3B	115760687	2442
3B_80294369	3B	149.8065149	2424	3B	80294369	2424
3B_475701652	3B	149.8065149	2425	3B	475701652	2604
3B_99609943	3B	149.8065149	2426	3B	99609943	2436
3B_89718002	3B	149.8065149	2427	3B	89718002	2429
3B_56170791	3B	149.8065149	2428	3B	56170791	2391
3B_56693200	3B	149.8065149	2429	3B	56693200	2392
3B_70568841	3B	149.8065149	2430	3B	70568841	2410
3B_76274051	3B	149.8065149	2431	3B	76274051	2420
3B_82275175	3B	149.8065149	2432	3B	82275175	2425
3B_83384725	3B	149.8065149	2433	3B	83384725	2426
3B_100791370	3B	149.8065149	2434	3B	100791370	2437
3B_108072691	3B	149.8065149	2435	3B	108072691	2440
3B_122994373	3B	149.8065149	2436	3B	122994373	2444
3B_682693678	3B	149.8065149	2437	3B	682693678	2815
3B_66397463	3B	149.8065149	2438	3B	66397463	2407
3B_130714018	3B	149.8065149	2439	3B	130714018	2454
3B_72986254	3B	149.8065149	2440	3B	72986254	2414
3B_75971509	3B	149.8065149	2441	3B	75971509	2418
3B_71528298	3B	149.8065149	2442	3B	71528298	2412
3B_79406075	3B	149.8065149	2443	3B	79406075	2422
3B_76281953	3B	151.8848138	2444	3B	76281953	2421
3A_15412095	3B	151.8848138	2445	3A	15412095	1935
3B_70448130	3B	151.8848138	2446	3B	70448130	2409
1B_233569623	3B	153.1012204	2447	1B	233569623	545
3B_148501293	3B	155.0773503	2448	3B	148501293	2468
3B_99060726	3B	155.0773503	2449	3B	99060726	2435
3B_106255992	3B	155.0773503	2450	3B	106255992	2439
3B_119375568	3B	155.0773503	2451	3B	119375568	2443
3B_140345469	3B	155.0773503	2452	3B	140345469	2460
3B_97065149	3B	155.0773503	2453	3B	97065149	2434
3B_84199435	3B	155.0773503	2454	3B	84199435	2427
3B_150662607	3B	157.6411405	2455	3B	150662607	2470
3B_130497312	3B	160.0204251	2456	3B	130497312	2453
3B_134338669	3B	160.0204251	2457	3B	134338669	2455
3B_124223553	3B	160.0204251	2458	3B	124223553	2446
3B_129416520	3B	161.6056555	2459	3B	129416520	2452
3A_9519235	3B	161.6056555	2460	3A	9519235	1919
3B_511392284	3B	161.6056555	2461	3B	511392284	2630
3B_147666427	3B	163.6841684	2462	3B	147666427	2467
3B_139045062	3B	163.6841684	2463	3B	139045062	2459
3B_138450351	3B	163.6841684	2464	3B	138450351	2457
3B_76066488	3B	163.6841684	2465	3B	76066488	2419
3B_144596012	3B	163.6841684	2466	3B	144596012	2463
3B_90440241	3B	163.6841684	2467	3B	90440241	2430
6A_123650151	3B	163.6841684	2468	6A	123650151	5113
3B_142555430	3B	163.6841684	2469	3B	142555430	2462
3B_138507677	3B	163.6841684	2470	3B	138507677	2458
7B_77651167	3B	163.6841684	2471	7B	77651167	6377
3B_151150928	3B	163.6841684	2472	3B	151150928	2471
3B_141567555	3B	163.6841684	2473	3B	141567555	2461
3B_124893737	3B	166.4759005	2474	3B	124893737	2447
3B_126560534	3B	166.4759005	2475	3B	126560534	2448
3B_144699220	3B	166.4759005	2476	3B	144699220	2464
3B_103415133	3B	166.4759005	2477	3B	103415133	2438
3B_154125418	3B	169.473773	2478	3B	154125418	2473
3B_146412688	3B	169.473773	2479	3B	146412688	2465
3B_154830123	3B	169.473773	2480	3B	154830123	2475
3B_159426075	3B	169.473773	2481	3B	159426075	2479
3B_94941547	3B	169.473773	2482	3B	94941547	2432
3B_73388727	3B	169.473773	2483	3B	73388727	2415
3B_149596961	3B	169.473773	2484	3B	149596961	2469
3B_154044199	3B	169.473773	2485	3B	154044199	2472
3B_178592322	3B	172.2250114	2486	3B	178592322	2495
3B_167695439	3B	172.2250114	2487	3B	167695439	2484
3B_155166054	3B	174.709629	2488	3B	155166054	2476
3B_164824681	3B	177.0435522	2489	3B	164824681	2483
3B_251403063	3B	179.7463889	2490	3B	251403063	2526
3B_394281554	3B	182.2829241	2491	3B	394281554	2559
3B_242709408	3B	182.2829241	2492	3B	242709408	2524
3B_164714577	3B	182.2829241	2493	3B	164714577	2481
3B_164717528	3B	182.2829241	2494	3B	164717528	2482
3B_168474698	3B	182.2829241	2495	3B	168474698	2485
3B_168476138	3B	182.2829241	2496	3B	168476138	2486
3B_31743077	3B	182.2829241	2497	3B	31743077	2337
3B_176060675	3B	182.2829241	2498	3B	176060675	2494
3B_178986773	3B	182.2829241	2499	3B	178986773	2497
3B_181620217	3B	182.2829241	2500	3B	181620217	2499
3B_182298075	3B	182.2829241	2501	3B	182298075	2500
3B_197184461	3B	182.2829241	2502	3B	197184461	2506
3B_199547794	3B	182.2829241	2503	3B	199547794	2507
3B_208349751	3B	182.2829241	2504	3B	208349751	2511
3B_209046307	3B	182.2829241	2505	3B	209046307	2512
3B_240365340	3B	182.2829241	2506	3B	240365340	2521
3B_394796437	3B	182.2829241	2507	3B	394796437	2561
3B_395693888	3B	182.2829241	2508	3B	395693888	2562
3B_172530591	3B	182.2829241	2509	3B	172530591	2493
3B_182754496	3B	182.2829241	2510	3B	182754496	2501
3B_206353557	3B	182.2829241	2511	3B	206353557	2509
3B_212917906	3B	182.2829241	2512	3B	212917906	2513
3B_240995890	3B	182.2829241	2513	3B	240995890	2522
3B_399002057	3B	182.2829241	2514	3B	399002057	2563
3B_391342174	3B	182.2829241	2515	3B	391342174	2558
3B_242631302	3B	182.2829241	2516	3B	242631302	2523
3B_219670175	3B	182.2829241	2517	3B	219670175	2516
3B_178620094	3B	182.2829241	2518	3B	178620094	2496
3B_189072766	3B	182.2829241	2519	3B	189072766	2503
3B_179417156	3B	182.2829241	2520	3B	179417156	2498
3B_163646831	3B	182.2829241	2521	3B	163646831	2480
3B_367329632	3B	185.2950003	2522	3B	367329632	2547
3B_383877082	3B	185.2950003	2523	3B	383877082	2556
3B_377640983	3B	185.2950003	2524	3B	377640983	2554
3B_359382907	3B	185.2950003	2525	3B	359382907	2544
3B_358377702	3B	185.2950003	2526	3B	358377702	2543
3B_414165787	3B	185.2950003	2527	3B	414165787	2569
3B_251906027	3B	185.2950003	2528	3B	251906027	2527
3B_252129376	3B	185.2950003	2529	3B	252129376	2528
3B_405217085	3B	185.2950003	2530	3B	405217085	2565
3B_339006017	3B	185.2950003	2531	3B	339006017	2538
3B_402520885	3B	188.6167641	2532	3B	402520885	2564
3B_306610436	3B	188.6167641	2533	3B	306610436	2533
3B_324133522	3B	188.6167641	2534	3B	324133522	2536
3B_236318163	3B	188.6167641	2535	3B	236318163	2520
3B_413878168	3B	188.6167641	2536	3B	413878168	2568
3B_418568734	3B	188.6167641	2537	3B	418568734	2571
3B_347173159	3B	188.6167641	2538	3B	347173159	2540
3B_413626390	3B	191.5209181	2539	3B	413626390	2567
3B_412536613	3B	194.4633677	2540	3B	412536613	2566
3B_376610650	3B	194.4633677	2541	3B	376610650	2553
3B_354448902	3B	194.4633677	2542	3B	354448902	2542
3B_331526428	3B	194.4633677	2543	3B	331526428	2537
3B_306445330	3B	194.4633677	2544	3B	306445330	2532
3B_364592551	3B	194.4633677	2545	3B	364592551	2546
3B_226493351	3B	194.4633677	2546	3B	226493351	2518
3B_421461854	3B	198.2821377	2547	3B	421461854	2573
3B_423479353	3B	198.2821377	2548	3B	423479353	2577
3B_420741098	3B	198.2821377	2549	3B	420741098	2572
3B_510848298	3B	202.3651501	2550	3B	510848298	2627
3B_250636071	3B	202.3651501	2551	3B	250636071	2525
3B_430833577	3B	202.3651501	2552	3B	430833577	2582
3B_426726577	3B	202.3651501	2553	3B	426726577	2579
3B_430137447	3B	202.3651501	2554	3B	430137447	2581
3B_433058197	3B	202.3651501	2555	3B	433058197	2583
3B_445157678	3B	202.3651501	2556	3B	445157678	2588
3B_339744266	3B	202.3651501	2557	3B	339744266	2539
3B_422102187	3B	202.3651501	2558	3B	422102187	2574
3B_157467460	3B	202.3651501	2559	3B	157467460	2478
3B_429747337	3B	202.3651501	2560	3B	429747337	2580
3B_425665498	3B	202.3651501	2561	3B	425665498	2578
3B_462472319	3B	205.1017085	2562	3B	462472319	2595
3B_266693058	3B	205.1017085	2563	3B	266693058	2529
3B_476526461	3B	208.3829383	2564	3B	476526461	2606
3B_478322343	3B	208.3829383	2565	3B	478322343	2609
3B_478310997	3B	208.3829383	2566	3B	478310997	2607
3B_478319668	3B	208.3829383	2567	3B	478319668	2608
3B_466931567	3B	208.3829383	2568	3B	466931567	2598
3B_459429656	3B	208.3829383	2569	3B	459429656	2594
3B_469755883	3B	211.5594256	2570	3B	469755883	2601
3B_453121148	3B	211.5594256	2571	3B	453121148	2592
3B_471366389	3B	211.5594256	2572	3B	471366389	2602
3B_449035914	3B	211.5594256	2573	3B	449035914	2591
3A_144093826	3B	211.5594256	2574	3A	144093826	2044
3B_467083565	3B	211.5594256	2575	3B	467083565	2599
3B_455494445	3B	211.5594256	2576	3B	455494445	2593
3B_447560120	3B	211.5594256	2577	3B	447560120	2589
3B_463278598	3B	211.5594256	2578	3B	463278598	2597
3B_448391285	3B	211.5594256	2579	3B	448391285	2590
3B_487874408	3B	215.6907671	2580	3B	487874408	2612
3B_555788874	3B	215.6907671	2581	3B	555788874	2678
3B_482208913	3B	215.6907671	2582	3B	482208913	2610
3B_486734053	3B	215.6907671	2583	3B	486734053	2611
3B_492566502	3B	218.1486565	2584	3B	492566502	2614
3B_499761579	3B	218.1486565	2585	3B	499761579	2617
3B_501610472	3B	218.1486565	2586	3B	501610472	2619
3B_499761845	3B	218.1486565	2587	3B	499761845	2618
3B_493587107	3B	219.9771208	2588	3B	493587107	2615
3B_490628137	3B	219.9771208	2589	3B	490628137	2613
3B_494517577	3B	221.7508367	2590	3B	494517577	2616
3B_502944967	3B	221.7508367	2591	3B	502944967	2620
3B_505104216	3B	221.7508367	2592	3B	505104216	2622
3B_518743521	3B	221.7508367	2593	3B	518743521	2638
3B_511623675	3B	224.9906554	2594	3B	511623675	2631
3B_517021369	3B	224.9906554	2595	3B	517021369	2636
3B_506959335	3B	224.9906554	2596	3B	506959335	2624
3B_512805225	3B	224.9906554	2597	3B	512805225	2633
3B_515812839	3B	224.9906554	2598	3B	515812839	2634
3B_506491394	3B	224.9906554	2599	3B	506491394	2623
3B_515813001	3B	224.9906554	2600	3B	515813001	2635
3B_511623796	3B	224.9906554	2601	3B	511623796	2632
3B_507629359	3B	224.9906554	2602	3B	507629359	2626
3B_571896917	3B	224.9906554	2603	3B	571896917	2691
3B_572532458	3B	224.9906554	2604	3B	572532458	2693
3B_507147802	3B	224.9906554	2605	3B	507147802	2625
3B_521299892	3B	227.7880196	2606	3B	521299892	2639
3B_531086835	3B	227.7880196	2607	3B	531086835	2650
3B_530741488	3B	227.7880196	2608	3B	530741488	2647
3B_528398895	3B	230.0089035	2609	3B	528398895	2644
3B_528411724	3B	230.0089035	2610	3B	528411724	2645
3B_527199385	3B	230.0089035	2611	3B	527199385	2643
3B_536169745	3B	233.3753943	2612	3B	536169745	2657
3B_536290573	3B	233.3753943	2613	3B	536290573	2660
3B_542714124	3B	233.3753943	2614	3B	542714124	2663
3B_545307615	3B	233.3753943	2615	3B	545307615	2667
3A_138153715	3B	233.3753943	2616	3A	138153715	2033
3B_536307265	3B	233.3753943	2617	3B	536307265	2662
3B_542715001	3B	233.3753943	2618	3B	542715001	2664
3B_542715109	3B	233.3753943	2619	3B	542715109	2665
3B_544707039	3B	233.3753943	2620	3B	544707039	2666
3B_536293695	3B	233.3753943	2621	3B	536293695	2661
3B_533339296	3B	233.3753943	2622	3B	533339296	2652
3B_532881689	3B	233.3753943	2623	3B	532881689	2651
3B_536046605	3B	233.3753943	2624	3B	536046605	2655
3B_536161411	3B	233.3753943	2625	3B	536161411	2656
3B_536177785	3B	233.3753943	2626	3B	536177785	2658
3B_733391695	3B	233.3753943	2627	3B	733391695	2923
3B_370944682	3B	233.3753943	2628	3B	370944682	2549
1B_57748110	3B	237.4207526	2629	1B	57748110	524
3B_553506476	3B	237.4207526	2630	3B	553506476	2676
3B_552023638	3B	237.4207526	2631	3B	552023638	2671
3A_145352372	3B	237.4207526	2632	3A	145352372	2048
3B_555508473	3B	237.4207526	2633	3B	555508473	2677
3B_559556917	3B	237.4207526	2634	3B	559556917	2679
3A_122149339	3B	237.4207526	2635	3A	122149339	2015
3B_552670546	3B	237.4207526	2636	3B	552670546	2672
3B_559734340	3B	237.4207526	2637	3B	559734340	2680
3B_553462724	3B	237.4207526	2638	3B	553462724	2675
3B_562004582	3B	237.4207526	2639	3B	562004582	2681
3B_553006964	3B	237.4207526	2640	3B	553006964	2674
3B_547346453	3B	237.4207526	2641	3B	547346453	2668
3B_552920299	3B	237.4207526	2642	3B	552920299	2673
3B_551929080	3B	237.4207526	2643	3B	551929080	2670
3B_570640501	3B	237.4207526	2644	3B	570640501	2688
3B_565821239	3B	242.2372817	2645	3B	565821239	2685
3B_573070263	3B	245.911148	2646	3B	573070263	2694
3B_580740791	3B	245.911148	2647	3B	580740791	2699
3B_565693650	3B	245.911148	2648	3B	565693650	2684
3B_578329971	3B	245.911148	2649	3B	578329971	2698
3B_583944528	3B	245.911148	2650	3B	583944528	2701
3B_584001788	3B	245.911148	2651	3B	584001788	2702
3B_576652244	3B	245.911148	2652	3B	576652244	2697
3B_570834134	3B	245.911148	2653	3B	570834134	2689
3B_574595287	3B	245.911148	2654	3B	574595287	2696
3B_570021171	3B	245.911148	2655	3B	570021171	2687
3B_566013112	3B	245.911148	2656	3B	566013112	2686
3B_586920749	3B	250.1759399	2657	3B	586920749	2704
3B_586139500	3B	250.1759399	2658	3B	586139500	2703
3B_591990842	3B	254.8243675	2659	3B	591990842	2706
3B_588830557	3B	254.8243675	2660	3B	588830557	2705
3B_592798437	3B	254.8243675	2661	3B	592798437	2707
3B_573904119	3B	254.8243675	2662	3B	573904119	2695
3B_571094082	3B	254.8243675	2663	3B	571094082	2690
3B_597240813	3B	258.8236097	2664	3B	597240813	2709
3A_156994539	3B	258.8236097	2665	3A	156994539	2069
3B_608205820	3B	258.8236097	2666	3B	608205820	2715
3B_602801920	3B	258.8236097	2667	3B	602801920	2711
3B_606247326	3B	261.901115	2668	3B	606247326	2714
3B_615241273	3B	265.1422047	2669	3B	615241273	2720
3B_613916816	3B	265.1422047	2670	3B	613916816	2718
3B_612231507	3B	265.1422047	2671	3B	612231507	2717
3B_606137901	3B	265.1422047	2672	3B	606137901	2713
3B_618633372	3B	268.3311737	2673	3B	618633372	2721
3B_622304528	3B	271.8667789	2674	3B	622304528	2728
3B_622298487	3B	271.8667789	2675	3B	622298487	2727
3B_622168555	3B	271.8667789	2676	3B	622168555	2725
3B_622169514	3B	271.8667789	2677	3B	622169514	2726
3B_8687837	3B	275.106227	2678	3B	8687837	2272
3B_8709008	3B	277.8171885	2679	3B	8709008	2273
3B_3301863	3B	277.8171885	2680	3B	3301863	2261
3B_626064884	3B	281.6081792	2681	3B	626064884	2731
3B_629541451	3B	281.6081792	2682	3B	629541451	2734
3B_351971335	3B	281.6081792	2683	3B	351971335	2541
3B_626046122	3B	281.6081792	2684	3B	626046122	2729
3B_628233564	3B	281.6081792	2685	3B	628233564	2733
3B_632286044	3B	281.6081792	2686	3B	632286044	2738
3B_630831286	3B	281.6081792	2687	3B	630831286	2736
3B_626058061	3B	281.6081792	2688	3B	626058061	2730
3B_628122135	3B	281.6081792	2689	3B	628122135	2732
3B_631388393	3B	281.6081792	2690	3B	631388393	2737
3B_629744212	3B	281.6081792	2691	3B	629744212	2735
3B_637122878	3B	286.4390245	2692	3B	637122878	2748
